key,customer,order,amount,date,type,created_at,modified_at,payments mth/yr,modified_by,deleted
3db2c520,customer/LZEu4vfWo5pHOGxnE78N,order/YyKzQTyyJP4Tfyqx7NID,"GHC 1,200",28/01/2024,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,28/01/2024,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
b4ce7171,customer/LZEu4vfWo5pHOGxnE78N,order/YyKzQTyyJP4Tfyqx7NID,"GHC 1,200",29/01/2024,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,29/01/2024,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
ce38b18e,customer/Ewy7z5docZX9bWErJGkU,order/w1h42EtLxgYEs56jbCuL,"GHC 1,200",29/01/2024,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,29/01/2024,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
ee67ec8b,#N/A,#N/A,600,29/07/2022,momo,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
b767afb6,customer/izh4HVRGQbTIc9UhCCNB,order/Q9ozVTub8kbbzdJJ4E1g,"GHC 1,200",02/02/24,pos,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Feb, 2024",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
a98526de,customer/njnek3R1yCpSAFnjm928,order/8hoqsO4aP8oo09EcBbAO,"GHC 1,200",05/02/24,pos,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"May, 2024",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
99f56980,customer/FbIOtGBOndRi6qXzxfw6,order/hCaKPvQDtFY7zDBh7fMJ,"GHC 1,200",13/02/2024,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,13/02/2024,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
c1cd1db4,customer/bK4lgZTHZTvWBz7pWXIy,order/paSOwobe2cKIkYxpsJYZ,"GHC 1,200",20/02/2024,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,20/02/2024,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
8f5308c3,#N/A,#N/A,1000,26/07/2022,momo,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
68864c7f,#N/A,#N/A,250,29/07/2022,cash,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
ec6b393d,customer/DLtVm3fXkQ4vTUXYt5He,order/4SwMAy5aY2f07Z86lsBn,"GHC 1,200",19/02/2024,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,19/02/2024,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
daf20051,customer/JOU2laukaYMRwl6MGglR,order/CVDIGetJ0qWZLo9EC8jy,"GHC 1,200",21/02/2024,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,21/02/2024,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
42708d33,customer/0R3AuF0DCDHTYexj1iRl,order/pTGb9GduJ6K5uqkeFA2P,"GHC 1,150",13/01/2024,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,13/01/2024,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
2c79b73f,customer/wzo14bQsTAQ8yqjvTyo6,order/HCdJ2oHQ7AuhomA0Qxf8,"GHC 1,140",31/07/2023,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,31/07/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
69ed1cea,customer/VWibFwPWve03hJHzlvjn,order/R4ulus2ypOrT4XSRqCtS,"GHC 1,130",18/08/2023,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,18/08/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
7a93a3ab,customer/jUD2KX6cIPCQo0PeANaA,order/FQwPp30lEih3T77rVB9K,"GHC 1,125",31/05/2023,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,31/05/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
cdd83e2b,customer/06iCopF75iHnjtxZZUmN,order/fLfYhSzRDR4dUH4JmNl5,"GHC 1,125",22/06/2023,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,22/06/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
24719293,customer/XnqPtg3LHMq7xPR1fy0w,order/KntNTUyEfO6b0JAAw6J5,"GHC 1,100",15/08/2023,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,15/08/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
9b51d013,#N/A,#N/A,600,23/08/2022,momo,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
63b98c4f,customer/XwMFRrxPDdpshz3EJ8Lh,order/uiHwykWQFPV24wh0a01i,"GHC 1,100",22/11/2023,pos,3/25/2024 10:27 AM,3/25/2024 10:27 AM,22/11/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
1a404295,customer/583eP4VaZerha3EZolbF,order/RtZfHw65VCFdtGtsHyTo,"GHC 1,100",05/12/23,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"May, 2023",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
ef486c19,customer/UveSBHyCAiKT8NikHg6o,order/YLdelZkL79aKD8ujI4UF,"GHC 1,100",13/10/2023,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,13/10/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
84eee917,customer/zn9eqR7CgnkDq372H3iL,order/uZXibs8cuYk2QXm5KbqR,"GHC 1,080",12/02/24,pos,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Dec, 2024",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
11a02bc5,customer/YpwnNDNcSlZV9s5Y1IBc,order/bxqTR6tRErbTBFwY6d7i,"GHC 1,050",15/02/2023,momo pay,3/25/2024 10:27 AM,3/25/2024 10:27 AM,15/02/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
92210977,customer/UroQ1NlNnN51b74n9T2J,order/sP0LUXoIKN2leXiKkfpQ,"GHC 1,000",22/02/2022,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,22/02/2022,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
d2ccf5f2,customer/IMa69ZE9QskQiqNjrgfE,order/Yr4eHBn7qzGT1G0jEGHs,"GHC 1,000",07/03/22,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Jul, 2022",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
ae55d7e0,#N/A,#N/A,600,25/08/2022,momo,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
c564d56c,customer/E2OzS68L9gdOwGHl33KF,order/0PG7igAjBfASWhEsxpc2,"GHC 1,000",10/03/22,pos,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Oct, 2022",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
e46435b8,customer/NSGRJrJyk0x87rRxnWHZ,order/lLAGmVLmF31j6Np5XROs,"GHC 1,000",12/04/22,pos,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Dec, 2022",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
1a26e135,customer/9A8ugi48a1eCNzBP4y7h,order/SmJ6TjdgAwNgxMMUCBf5,"GHC 1,000",13/04/2022,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,13/04/2022,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
6938c9be,customer/xmkWwL8l5XSTSfSQ59DE,order/VyicDVHy3HHIOUubJjVS,"GHC 1,000",20/04/2022,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,20/04/2022,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
92f74c6b,customer/YQJHezzcVMMnoPNE7MMD,order/IoLX4murJNodPL52Z8Yy,"GHC 1,000",07/05/22,pos,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Jul, 2022",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
153373c9,customer/3QOLXypa8Pq4iOdzzlhB,order/n2TqUQRRzfn0z6DVSxi5,"GHC 1,000",15/03/2022,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,15/03/2022,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
27a8ca35,customer/PNTx6ipzahXAKgW5GBjD,order/HTYAm47yCQC3YdNBPMMB,"GHC 1,000",02/06/22,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Feb, 2022",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
a02ca335,customer/xvZxuAw7UdLNdGuUtLqd,order/FoqVFA9QBpbD3n9r79Sv,"GHC 1,000",26/07/2022,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,26/07/2022,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
c8049cbf,customer/s203FZ9IxPDlwA7bLvRs,order/p7OlCRGtNeSwxwYaE5Vv,"GHC 1,000",31/07/2022,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,31/07/2022,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
231c70ce,customer/c3wTiEvyx7vtmMDqVOxy,#N/A,1700,16/08/2022,cash,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
259b57dd,customer/zrQXxXZWFEKb4NXSR2Y9,order/aPG3LLaSymvUD1ZPmCab,"GHC 1,000",01/09/22,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Jan, 2022",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
856eca96,customer/HsRv5iM84mff0NmotBwL,order/Jcm0h01FAU8eVNHO55av,"GHC 1,000",02/11/22,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Feb, 2022",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
b4355ab1,customer/FuEVg3H0MMRJTL5AO8Db,order/hhxF2wLNOT53sExPuF3s,"GHC 1,000",04/11/22,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Apr, 2022",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
8a469e9f,customer/K3oKDnm8ikT2kbwVsWhc,order/FFBfYpmYDBtejv1X29PJ,"GHC 1,000",25/11/2022,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,25/11/2022,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
351b0f1d,customer/c5scpjJrpKnInENOrfaF,order/TBpmMcGG9BLIFZiYHhZg,"GHC 1,000",22/11/2022,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,22/11/2022,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
d93416d5,customer/AYSt5nE0KsjJ3NOh9hjB,order/9BLx8ciwUk09AtxoJmWg,"GHC 1,000",01/03/23,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Jan, 2023",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
10f51419,#N/A,#N/A,600,10/9/2022,Cheque,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
bec2af4d,customer/IXbT2kHDYUbKsbefnuM5,order/LS53TaVRTUA8JddfbEKX,"GHC 1,000",08/05/23,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Aug, 2023",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
84cee7be,customer/c3wTiEvyx7vtmMDqVOxy,order/zttPB0REv4e9nj1LSHyi,"GHC 1,000",27/04/2023,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,27/04/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
95b37a07,customer/kfOTfEniO72Ar0JLhYpa,order/oMnc9JvWxoJswijh2UNh,"GHC 1,000",19/07/2023,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,19/07/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
24529fdd,customer/jgucLKCBn2627pKwaAbs,order/x80droT0exAEWegy5562,"GHC 1,000",09/08/23,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Sep, 2023",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
6d95a480,customer/VRaqGINK9o6qw1BJlycO,order/PHeZCMDsWCtv59UWdSCN,"GHC 1,000",23/10/2023,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,23/10/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
0baa4f3b,customer/eFYbMLAfJXMChMZM7YwD,order/sZvOiXDiJmkcsQGSmbHf,"GHC 1,000",23/10/2023,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,23/10/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
37af6ee6,customer/OxyvBWeZbvmLeejq3ink,order/XCgVMK8AntjFjCx0H0wZ,"GHC 1,000",16/10/2023,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,16/10/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
0377251d,customer/eVl5Ys08A78UbkuK4tok,order/sKsISU6l282aVP1Z9AyN,"GHC 1,000",16/10/2023,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,16/10/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
d80b35d9,customer/Kr7wi3LSvR3PZ1T5NEUX,order/187FmkktLktda3tzt6Ye,"GHC 1,000",11/10/23,pos,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Nov, 2023",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
14980bb5,customer/Joar0QzXNAAqJrUykesX,order/QfTV1G0b6KskOrjkI6zV,"GHC 1,000",05/12/23,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"May, 2023",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
6974aae6,#N/A,#N/A,400,4/11/2022,cash,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
3814146b,customer/LVCVFSJfoHBTe4JE8y93,order/dq1YoWaUXQ6rw2olkaLl,"GHC 1,000",18/12/2023,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,18/12/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
b7a5d58d,customer/XnqPtg3LHMq7xPR1fy0w,order/KntNTUyEfO6b0JAAw6J5,"GHC 1,000",19/12/2023,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,19/12/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
286f7de6,customer/YkI5qv2YZbiFjSCCyUQm,order/rGNROL2ubPzVZCCeVDFC,"GHC 1,000",19/12/2023,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,19/12/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
f4c7c504,#N/A,#N/A,1200,7/11/2022,momo,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
f4747892,customer/XwMFRrxPDdpshz3EJ8Lh,order/uiHwykWQFPV24wh0a01i,"GHC 1,000",20/12/2023,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,20/12/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
aa84c922,customer/LVCVFSJfoHBTe4JE8y93,order/dq1YoWaUXQ6rw2olkaLl,"GHC 1,000",22/12/2023,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,22/12/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
8ce32994,customer/Zgl7LP9Cu6sbwrSd4GRb,order/imuhnkmVXdP0qIHEOdQl,"GHC 1,000",30/12/2023,Cheque,3/25/2024 10:27 AM,3/25/2024 10:27 AM,30/12/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
9f666e27,#N/A,#N/A,1500,29/11/2022,cash,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
5048a070,#N/A,#N/A,600,29/11/2022,momo,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
2a9dcde3,customer/PPZ88jElW8B4lII47jAP,order/vYvitbPBIUZ5mZ4L8n2p,"GHC 1,000",30/12/2023,Cheque,3/25/2024 10:27 AM,3/25/2024 10:27 AM,30/12/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
b1fa278e,customer/YBV9bk1N1bxF06ph99DH,order/PPpfqYOcXuBP9wzaQtbM,"GHC 1,000",30/12/2023,Cheque,3/25/2024 10:27 AM,3/25/2024 10:27 AM,30/12/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
0ab703d4,#N/A,#N/A,300,11/11/2022,momo,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
d8051e44,#N/A,#N/A,600,11/11/2022,cash,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
2134e5e8,customer/1SS1DExcCuYGb7UoQY3y,order/KwIrVPmeqVvmpcIif60u,"GHC 1,000",12/01/24,pos,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Dec, 2024",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
a9a63a1f,#N/A,#N/A,280,14/11/2022,cash,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
b84db0d6,#N/A,#N/A,750,14/11/2022,pos,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
489c627a,customer/zn45hWAhUelyqkmUvALa,order/HizNQhEkx5nm1wO5ohnA,"GHC 1,000",15/01/2024,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,15/01/2024,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
e0f4b38f,#N/A,#N/A,750,8/12/2022,pos,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
7de2358e,#N/A,#N/A,80,8/12/2022,momo,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
ed39984c,#N/A,#N/A,100,8/12/2022,cash,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
d837c681,customer/Joar0QzXNAAqJrUykesX,order/QfTV1G0b6KskOrjkI6zV,"GHC 1,000",19/01/2024,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,19/01/2024,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
517f2323,customer/BXDXPe18asImnN2BNVYk,order/N13D7MC53uyrEEA8dWvr,"GHC 1,000",08/02/24,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Aug, 2024",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
e1133c3c,#N/A,#N/A,1250,15/11/2022,pos,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
2bea59d5,customer/BXDXPe18asImnN2BNVYk,order/N13D7MC53uyrEEA8dWvr,"GHC 1,000",08/02/24,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Aug, 2024",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
dfdaeed5,customer/yi7SMPoTlQS6fUvIcpgg,order/Sqr9I0HnSlYMCR3k4aa6,"GHC 1,000",19/02/2024,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,19/02/2024,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
be9089ec,customer/iBJnc92vCpKDHUURbJhx,order/iBrT93Xb0Ciwz3NaL0Dd,GHC 900,19/04/2022,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,19/04/2022,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
c8397ccd,#N/A,#N/A,750,16/11/2022,cash,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
cc319d68,#N/A,#N/A,750,16/11/2022,pos,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
a3a879a1,#N/A,#N/A,750,16/11/2022,pos,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
f77dd183,#N/A,#N/A,750,16/11/2022,pos,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
3f72c0a9,customer/PgNM74EM0Vls6nXts1gE,order/h9thlMaFHxH3bvmshhLX,GHC 900,23/08/2022,pos,3/25/2024 10:27 AM,3/25/2024 10:27 AM,23/08/2022,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
45ed1675,#N/A,#N/A,750,17/11/2022,cash,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
cc2740e9,#N/A,#N/A,750,17/11/2022,pos,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
4bf6a51b,#N/A,#N/A,750,17/11/2022,pos,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
17f335f4,customer/t6mp2NJIQviN6ev2JxXT,order/fIRXk6vZJ7tEewczLGl7,GHC 900,30/11/2022,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,30/11/2022,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
49caaf92,#N/A,#N/A,600,17/12/2022,cash,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
71262bd7,#N/A,#N/A,750,17/11/2022,cash,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
bd546f73,#N/A,#N/A,750,17/11/2022,momo,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
e5f25105,customer/KfOL6WCUXlGJSvFrA6Ks,order/CGd8i26QxP1MZueEmuhg,GHC 900,15/06/2023,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,15/06/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
e69f1643,#N/A,#N/A,750,17/11/2022,momo,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
5882cc91,customer/5e1AhzQfEupLspJhMgAh,order/6vM3LOo1xD2FHUthWEYf,GHC 900,15/08/2023,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,15/08/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
6ee57e55,#N/A,#N/A,750,17/11/2022,cash,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
1e441c57,customer/vtcsVoVa4mAaFrBo0wqn,order/DjVNLfQ8gLem7TRbRnJ9,GHC 900,09/10/23,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Sep, 2023",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
610c4fb5,customer/cQQDGFCjvUvtEzsXRSeU,order/SECCDi8FnzbpZowr1Jzl,GHC 900,04/10/23,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Apr, 2023",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
5c9eccb4,customer/zTwTpxUWPJsjZ5Xq6O9g,order/QwNJMBgOGaije3CnTNrX,GHC 900,05/12/23,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"May, 2023",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
86bf43a8,customer/PGal3VhUIa9alSzdK8aX,order/hMUqAmk6VKmTrbKRhP6r,GHC 900,05/12/23,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"May, 2023",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
9e87199c,#N/A,#N/A,300,18/11/2022,momo,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
0be3b0eb,customer/qrI9J9iBLlN691rWCyfa,order/sy1iyet4Ja111t0BmmvX,GHC 900,30/12/2023,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,30/12/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
7528b0e2,customer/pAbDVyS7xY4fqvYRwV6F,order/F4880cR5JHyPEUrXikbV,GHC 900,26/02/2024,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,26/02/2024,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
a4bf00ff,customer/Qzr2oPOUDzQl0RYgCjLj,order/EeW4WvH9GZYHo65gw9OG,GHC 880,23/03/2022,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,23/03/2022,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
a1ce7395,customer/4oyS7xBYBS22qjPuq48g,order/tppzXIVhqvyKj8lhp47w,GHC 850,23/08/2022,pos,3/25/2024 10:27 AM,3/25/2024 10:27 AM,23/08/2022,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
ebd57299,customer/1boZnovdoV4YLfNliqKs,order/yfzkrAvD7d3RrZri6DmH,GHC 825,20/01/2023,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,20/01/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
66a5f573,customer/IMa69ZE9QskQiqNjrgfE,order/74KLK6lliG7DNvE1sy2A,GHC 800,06/02/22,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Jun, 2022",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
5ccd0f80,customer/Cw64nfCeIpTSfT9UlmhP,order/q9FhoyunlVI20PtrQbn3,GHC 800,24/03/2022,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,24/03/2022,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
c7c05b60,customer/mPi2JZ21qYOp5xa8HzXR,order/UtU6xwCAQVWvfByhYT01,GHC 800,05/01/22,momo,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"May, 2022",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
6a87f540,customer/ig82Gm9hpRCe6NHOxlg7,order/5T7I6npK6hpEFU2eocFO,GHC 800,17/02/2023,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,17/02/2023,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
969a0e18,customer/qPND2vG9RlcxUK1izt0B,order/QrsJ0NL99wdBfSX7YRVZ,GHC 800,12/04/23,cash,3/25/2024 10:27 AM,3/25/2024 10:27 AM,"Dec, 2023",users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
f30827a6,#N/A,#N/A,300,30/11/2022,cash,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
e9d4978e,#N/A,#N/A,750,30/11/2022,momo,3/25/2024 10:27,3/25/2024 10:27,,users/u01SHPcAyOZTsGhIJ7A466WC60r1,FALSE
